,Product Name,Offer,Camera,Memory,Battery,Display,Ratting Number,Sale Price,Actual Price,No of Reviews,No of Rattings
737,"REDMI 14C 5G (Stargaze Black, 128 GB)",20% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.3,11999,14999,10036,488
738,"REDMI Note 15 5G (Black, 256 GB)",13% off,108MP Rear Camera,8 GB RAM | 256 GB ROM,5520 mAh Battery,17.2 cm (6.77 inch) Display,4.6,24988,28999,60,4
739,"Samsung Galaxy A06 5G (Light Gray, 64 GB)",25% off,50MP + 50MP | 8MP + 2MP Dual Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.1,10499,13999,2876,169
740,Samsung Metro SM-B313ez,49% off,0.3MP Rear Camera,Expandable Upto 16 GB,1000 mAh Battery,5.08 cm (2 inch) QVGA Display,3.1,1000,1999,2162,201
741,"POCO M6 Plus 5G (Ice Silver, 128 GB)",26% off,108MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5030 mAh Battery,17.25 cm (6.79 inch) Full HD+ Display,4.2,13174,17999,18911,1086
742,"Samsung Galaxy Z Flip5 (Mint, 256 GB)",2% off,12MP + 12MP | 10MP Front Camera,8 GB RAM | 256 GB ROM,3700 mAh Battery,17.02 cm (6.7 inch) Display,4.4,99999,102999,866,50
743,"realme GT 7T (IceSense Black, 256 GB)",11% off,50MP + 8MP | 32MP Front Camera,12 GB RAM | 256 GB ROM,7000 mAh Li-ion Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.5,37999,42999,409,33
744,"vivo Y400 5G (Olive Green, 128 GB)",11% off,50MP + 2MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.4,22999,25999,663,24
745,"MOTOROLA Razr 60 (PANTONE Spring Bud, 256 GB)",9% off,50MP + 13MP | 32MP Front Camera,8 GB RAM | 256 GB ROM,4500 mAh Battery,17.53 cm (6.9 inch) Full HD+ Display,4.4,49999,54999,2163,154
746,"OPPO A5 5G (Aurora Green, 128 GB)",14% off,50MP + 2MP | 8MP Front Camera,8 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.3,17999,20999,129,2
747,"vivo V60e (Noble Gold, 256 GB)",7% off,200MP + 8MP | 50MP Front Camera,12 GB RAM | 256 GB ROM,6500 mAh Battery,17.2 cm (6.77 inch) Full HD+ Display,4.5,35999,38999,1044,67
748,Nokia 110 DS Power,13% off,1750 mAh Battery,4 MB RAM | 4 MB ROM,1 Year Replacement,5.08 cm (2 inch) Display,,1825,2099,7161,549
749,"vivo V60e (Elite Purple, 256 GB)",8% off,200MP + 8MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,6500 mAh Battery,17.2 cm (6.77 inch) Full HD+ Display,4.4,33999,36999,2682,163
750,"Motorola G32 (Satin Silver, 128 GB)",No Offer,50MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM | 128 GB ROM,5000 mAh Lithium Polymer Battery,16.51 cm (6.5 inch) Full HD+ Display,4.2,18999,18999,128483,9939
751,Jio Bharat V4 JBV191M2 4G UPI Phone,58% off,0.3MP Rear Camera | 0MP Front Camera,36 MB RAM | 36 MB ROM | Expandable Upto 128 GB,1000 mAh Battery,4.5 cm (1.77 inch) QVGA Display,3.8,729,1749,272,25
752,"Samsung Galaxy A17 5G (Black, 128 GB)",14% off,50MP + 5MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3,19989,23499,500,25
753,"realme 14x 5G (Crystal Black, 128 GB)",11% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.3,14997,16999,14056,678
754,"realme P3 Pro 5G (Saturn Brown, 128 GB)",31% off,50MP + 2MP | 16MP Front Camera,8 GB RAM | 128 GB ROM,6000 mAh Battery,17.35 cm (6.83 inch) Display,4.4,19999,28999,18372,1370
755,"Samsung Galaxy A07 LTE (Light Violet, 64 GB)",24% off,50MP + 2MP,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.4,7952,10499,172,9
756,"Nothing Phone (3a) Lite (Black, 256 GB)",4% off,50MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM | 256 GB ROM,5000 mAh Lithium ion Battery,43.66 cm (17.19 cm) Full HD+ Display,4.4,23999,24999,621,41
757,"OPPO Reno15 Pro Mini 5G (Cocoa Brown, 512 GB)",7% off,200MP + 50MP + 50MP | Yes,12 GB RAM | 512 GB ROM,6200 mAh Battery,16.05 cm (6.32 inch) Full HD+ Display,4.7,64999,69999,288,67
758,"vivo V60 5G (Moonlit Blue, 256 GB)",10% off,50MP + 8MP + 50MP | 50MP Front Camera,12 GB RAM | 256 GB ROM,6500 mAh Battery,17.2 cm (6.77 inch) Display,4.5,40999,45999,1356,105
759,"vivo Y19s 5G (Majestic Green, 128.0 GB)",11% off,13MP + 0.08MP | 5MP Front Camera,6 GB RAM | 128.0 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.4,15499,17499,33,2
760,"vivo Y19s 5G (Titanium Silver, 64.0 GB)",16% off,13MP + 0.08MP | 5MP Front Camera,4 GB RAM | 64.0 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.4,12499,14999,70,2
761,"OPPO Reno15 Pro Mini 5G (Glacier White, 512 GB)",7% off,200MP + 50MP + 50MP | Yes,12 GB RAM | 512 GB ROM,6200 mAh Battery,16.05 cm (6.32 inch) Full HD+ Display,4.7,64999,69999,288,67
762,"Nothing Phone (3a) Lite (Black, 128 GB)",4% off,50MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM | 128 GB ROM,5000 mAh Lithium ion Battery,43.66 cm (17.19 cm) Full HD+ Display,4.4,21999,22999,621,41
763,"Tecno Pova Curve 5G (Geek Black, 256 GB)",16% off,64MP Rear Camera | 13MP Front Camera,8 GB RAM | 256 GB ROM,5500 mAh Battery,17.22 cm (6.78 inch) Display,4.4,19999,23999,1478,148
764,"Nothing Phone (3a) Lite (Blue, 128 GB)",4% off,50MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM | 128 GB ROM,5000 mAh Lithium ion Battery,43.66 cm (17.19 cm) Full HD+ Display,4.4,21999,22999,621,41
765,"Nothing Phone (3a) Lite (White, 256 GB)",4% off,50MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM | 256 GB ROM,5000 mAh Lithium ion Battery,43.66 cm (17.19 cm) Full HD+ Display,4.4,23999,24999,621,41
766,"realme C73 5G (Onyx Black, 64 GB)",7% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.2,11999,12999,1592,80
767,"IQOO 15 5G (Legend, 512 GB)",7% off,50MP Rear Camera,16 GB RAM | 512 GB ROM,7000 mAh Battery,17.4 cm (6.85 inch) Display,4.6,78000,83999,17,2
768,"realme 14x 5G (Crystal Black, 128 GB)",11% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.3,14997,16999,14056,678
769,"MTOUCH Z ROCK Max Flip Dual Sim Keypad Mobile with 2.4 ""Display Flip/Fold Call & SMS",42% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM,3000 mAh Battery,6.1 cm (2.4 inch) Display,3.9,1725,2999,199,7
770,"Coolpad CP12 Neo (Blue, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
771,"vivo V60 5G (Moonlit Blue, 256 GB)",11% off,50MP + 8MP + 50MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,6500 mAh Battery,17.2 cm (6.77 inch) Display,4.5,38999,43999,3127,243
772,LAVA A3 Torch,23% off,0.3MP + 0MP | 0MP Front Camera,4 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1750 mAh Battery,4.57 cm (1.8 inch) HVGA Display,4.2,1269,1649,680,44
773,"realme C73 5G (Onyx Black, 64 GB)",7% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.2,11999,12999,1592,80
774,"OnePlus 15 5G (Ultra Violet, 256 GB)",5% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,7300 mAh Battery,17.22 cm (6.78 inch) Display,4.8,72899,76999,72,8
775,"OnePlus 15 5G (Sand Storm, 256 GB)",5% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,7300 mAh Battery,17.22 cm (6.78 inch) Display,4.8,72973,76999,72,8
776,"KARBONN K9 Jumbo,Dual Keypad Mobile,2.4 Big LCD,2MP Camera,1800mAh Battery,FM,Vibratore",20% off,2MP + 0MP | 2MP Front Camera,52 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1800 mAh Battery,6.1 cm (2.4 inch) QVGA Display,4.1,1498,1890,872,34
777,"OnePlus 15 5G (Infinite Black, 256 GB)",6% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,7300 mAh Battery,17.22 cm (6.78 inch) Display,4.8,72262,76999,72,8
778,"Samsung Galaxy A17 5G (Black, 128 GB)",14% off,50MP + 5MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3,19989,23499,500,25
779,"vivo Y400 5G (Glam White, 256 GB)",10% off,50MP + 2MP | 32MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.4,24999,27999,663,24
780,"vivo Y400 5G (Olive Green, 256 GB)",10% off,50MP + 2MP | 32MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.4,24999,27999,663,24
781,"vivo V60 5G (Moonlit Blue, 256 GB)",10% off,50MP + 8MP + 50MP | 50MP Front Camera,12 GB RAM | 256 GB ROM,6500 mAh Battery,17.2 cm (6.77 inch) Display,4.5,40999,45999,1356,105
782,"OPPO Reno15 Pro Mini 5G (Crystal Pink, 256 GB)",7% off,200MP + 50MP + 50MP | Yes,12 GB RAM | 256 GB ROM,6200 mAh Battery,16.05 cm (6.32 inch) Full HD+ Display,4.7,59999,64999,288,67
783,HOTLINE H310,53% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM,1000 mAh Battery,4.57 cm (1.8 inch) Display,3.5,469,999,7518,491
784,"REDMI A5 (Just Black, 128 GB)",10% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5200 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.2,8999,9999,4887,233
785,"OPPO A59 5G (Silk Gold, 128 GB)",24% off,13MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.66 cm (6.56 inch) HD+ Display,4.3,15100,19999,2793,133
786,"POCO M6 5G - Locked with Airtel Prepaid (Orion Blue, 128 GB)",19% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.2,10499,12999,155766,7470
787,itel Ace2 Heera | King Talker | Auto Call Recording | Expendable Storage32GB,20% off,1000 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1 year manufacturer Warranty,4.57 cm (1.8 inch) Display,4,870,1099,355,19
788,"Samsung Galaxy A16 5G (Blue Black, 128 GB)",17% off,50MP + 5MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.2,16448,19999,4458,197
789,"Samsung Galaxy A06 5G (Light Gray, 64 GB)",25% off,50MP + 50MP | 8MP + 2MP Dual Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.1,10499,13999,2876,169
790,"KARBONN K190 Dual SIM,Keypad Phone 1.8''LCD,1000mAh Battery,Camera,ExpandableUpto32GB",24% off,1MP + 0MP | 0.03MP Front Camera,40 MB RAM | 35 MB ROM | Expandable Upto 16 GB,1000 mAh Battery,4.57 cm (1.8 inch) FWVGA Display,4.8,980,1290,11,2
791,"REDMI A5 (Jaisalmer Gold, 64 GB)",11% off,32MP Rear Camera | 8MP Front Camera,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5200 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1,7999,8999,7208,338
792,"I Kall A5 Flip Mobile Phone - FM Radio, King Voice, Call & SMS Indicator Light",41% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,2000 mAh Battery,4.57 cm (1.8 inch) Display,4.1,1459,2499,34,1
793,"POCO X7 5G (Cosmic Silver, 128 GB)",28% off,50MP + 8MP + 2MP | 20MP Front Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.3,17999,24999,29521,2217
794,"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 256 GB)",18% off,50MP + 50MP + 10MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.02 cm (6.7 inch) Display,4.3,29999,36999,46783,3440
795,"vivo V60e (Elite Purple, 128 GB)",8% off,200MP + 8MP | 50MP Front Camera,8 GB RAM | 128 GB ROM,6500 mAh Battery,17.2 cm (6.77 inch) Full HD+ Display,4.4,31999,34999,2682,163
796,"Coolpad CP12 Neo (Blue, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
797,"POCO X7 5G (Cosmic Silver, 256 GB)",28% off,50MP + 8MP + 2MP | 20MP Front Camera,8 GB RAM | 256 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.3,19999,27999,29521,2217
798,Samsung Metro SM-313,50% off,0.3MP Rear Camera,4 MB RAM | 16 GB ROM | Expandable Upto 16 GB,1000 mAh Battery,5.08 cm (2 inch) QVGA Display,3,998,1999,141,18
799,"Samsung Galaxy A06 5G (Light Green, 128 GB)",24% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Li-ion Battery,17.02 cm (6.7 inch) HD+ Display,4.1,11685,15499,2876,169
800,"vivo Y31 5G (Diamond Green, 128 GB)",15% off,50MP + 0.08MP | 8MP Front Camera,4 GB RAM | 128 GB ROM,6500 mAh Battery,16.97 cm (6.68 inch) Full HD+ Display,4.4,16999,19999,350,10
801,"Nothing Phone (3a) Lite (Blue, 256 GB)",4% off,50MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM | 256 GB ROM,5000 mAh Lithium ion Battery,43.66 cm (17.19 cm) Full HD+ Display,4.4,23999,24999,621,41
802,Jio Bharat V4 JBV191M2 4G UPI Phone,58% off,0.3MP Rear Camera | 0MP Front Camera,36 MB RAM | 36 MB ROM | Expandable Upto 128 GB,1000 mAh Battery,4.5 cm (1.77 inch) QVGA Display,3.8,729,1749,272,25
803,"REDMI 14C 5G (Stardust Purple, 128 GB)",17% off,50MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.2,11500,13999,9171,453
804,"REDMI Note 15 5G (Black, 128 GB)",13% off,108MP Rear Camera,8 GB RAM | 128 GB ROM,5520 mAh Battery,17.2 cm (6.77 inch) Display,4.6,23360,26999,60,4
805,Kechaoda K9,24% off,0.3MP Rear Camera,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,1700 mAh Battery,6.1 cm (2.4 inch) QVGA Display,4.1,1215,1599,3746,305
806,"REDMI 15C 5G (Moonlight Blue, 128 GB)",18% off,50MP Rear Camera,4 GB RAM | 128 GB ROM,6000 mAh Battery,17.53 cm (6.9 inch) Display,4,12250,14999,44,1
807,"REDMI 13 5G (Orchid Pink, 128 GB)",25% off,108MP Rear Camera,8 GB RAM | 128 GB ROM,5030 mAh Battery,17.25 cm (6.79 inch) Full HD+ Display,4.2,14974,19999,15051,790
808,"POCO C61  - Locked with Airtel Prepaid (Mystical Green, 64 GB)",16% off,8MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.04 cm (6.71 inch) HD+ Display,4.1,7499,8999,116059,4719
809,"Samsung Galaxy M16 5G (Blush Pink, 128 GB)",15% off,50MP Rear Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Display,4.1,13499,15999,559,20
810,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,No Offer,0.8MP + 0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1900 mAh Battery,7.11 cm (2.8 inch) Quarter QVGA Display,4.1,1799,1799,25843,1492
811,"KARBONN K9 4G Dual SIM, 2.4""LCD,2000mAh Battery,Youtube,Facebook,2MP,SDCard upto128GB",16% off,2MP + 0MP | 0MP Front Camera,64 MB RAM | 128 MB ROM | Expandable Upto 128 GB,2000 mAh Battery,6.1 cm (2.4 inch) FWVGA Display,4,2498,2990,23,1
812,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,No Offer,0.8MP + 0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1900 mAh Battery,7.11 cm (2.8 inch) Quarter QVGA Display,4.1,1799,1799,25843,1492
813,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,No Offer,0.8MP + 0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1900 mAh Battery,7.11 cm (2.8 inch) Quarter QVGA Display,4.1,1799,1799,25843,1492
814,"Samsung Galaxy S25 Ultra 5G (Titanium Silverblue, 256 GB)",16% off,200MP + 50MP + 50MP + 10MP | 12MP Front Camera,12 GB RAM | 256 GB ROM,5000 mAh Battery,17.53 cm (6.9 inch) Quad HD+ Display,4.6,108988,129999,2594,262
815,"vivo Y400 Pro 5G (Nebula Purple, 128 GB)",13% off,50MP + 2MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,17.2 cm (6.77 inch) Display,4.4,25999,29999,1453,76
816,"Coolpad CP12 Neo (Blue, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
817,"vivo Y400 Pro 5G (Nebula Purple, 256 GB)",12% off,50MP + 2MP | 32MP Front Camera,8 GB RAM | 256 GB ROM,5500 mAh Battery,17.2 cm (6.77 inch) Display,4.4,27999,31999,1453,76
818,"REDMI 13 5G (Orchid Pink, 128 GB)",No Offer,108MP Rear Camera,6 GB RAM | 128 GB ROM,5030 mAh Battery,17.25 cm (6.79 inch) Full HD+ Display,4.3,17999,17999,49006,2413
819,Kechaoda A26,40% off,800 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3 Months Company Warranty,1.68 cm (0.66 inch) FWVGA Display,4,838,1399,30256,1642
820,"realme C73 5G (Onyx Black, 128 GB)",8% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.2,12799,13999,1592,80
821,"Google Pixel 10 Pro (Moonstone, 256 GB)",No Offer,48MP + 48MP + 48MP | 42MP Front Camera,16 GB RAM | 256 GB ROM,4870 mAh Battery,16.0 cm (6.3 inch) Quad HD+ Display,4.6,109999,109999,386,34
822,LAVA A5_23 Keypad Mobile| 1000 mAh Battery|0.3MP Rear Camera|Expandable Upto 32 GB,41% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1000 mAh Battery,6.1 cm (2.4 inch) QVGA Display,3.9,987,1699,501,19
823,itel Ace2 Heera | King Talker | Auto Call Recording | Expendable Storage32GB,21% off,1000 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1 year manufacturer Warranty,4.57 cm (1.8 inch) Display,4,865,1099,355,19
824,"MOTOROLA Razr 60 (PANTONE Spring Bud, 256 GB)",9% off,50MP + 13MP | 32MP Front Camera,8 GB RAM | 256 GB ROM,4500 mAh Battery,17.53 cm (6.9 inch) Full HD+ Display,4.4,49999,54999,2163,154
825,Kechaoda K28 PRO,37% off,0.3MP Rear Camera,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,3000 mAh Battery,6.1 cm (2.4 inch) QVGA Display,3.8,1249,1999,310,17
826,"vivo Y19s 5G (Titanium Silver, 128.0 GB)",15% off,13MP + 0.08MP | 5MP Front Camera,4 GB RAM | 128.0 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.4,13499,15999,70,2
827,"Samsung Galaxy M17 5G (Sapphire Black, 128 GB)",20% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Display,4.4,15462,19499,248,16
828,"Samsung Galaxy M17 5G (Moonlight Silver, 128 GB)",21% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Display,4.4,15347,19499,248,16
829,"realme C73 5G (Jade Green, 64 GB)",13% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.2,11299,12999,1592,80
830,"IQOO 15 5G (Alpha, 512 GB)",7% off,50MP Rear Camera,16 GB RAM | 512 GB ROM,7000 mAh Battery,17.4 cm (6.85 inch) Display,4.6,78000,83999,17,2
831,"IQOO 15 5G (Legend, 512 GB)",7% off,50MP Rear Camera,16 GB RAM | 512 GB ROM,7000 mAh Battery,17.4 cm (6.85 inch) Display,4.6,78000,83999,17,2
832,"Samsung Galaxy S25 Plus 5G (Navy, 256 GB)",25% off,50MP + 10MP + 12MP | 12MP Front Camera,12 GB RAM | 256 GB ROM,4900 mAh Battery,17.02 cm (6.7 inch) Quad HD+ Display,4.7,74999,99999,353,44
833,"Samsung Galaxy M16 5G (Blush Pink, 128 GB)",17% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Display,4.2,14499,17499,1271,61
834,Samsung Metro SM-B313ez,49% off,0.3MP Rear Camera,Expandable Upto 16 GB,1000 mAh Battery,5.08 cm (2 inch) QVGA Display,3.1,1000,1999,2162,201
835,"I Kall I6 Multimedia Mobile Phone - 2.4"" Display, 2500mAh Battery, Triple-Sim",49% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,2500 mAh Battery,6.1 cm (2.4 inch) Display,3.8,854,1699,25,0
836,"Ai+ Nova 5G (Black, 128 GB)",23% off,50MP Rear Camera | 5MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,3.9,9999,12999,4641,393
837,Samsung Metro 313,15% off,0.3MP Rear Camera,4 GB RAM | 2.27 MB ROM,1000 mAh Battery,5.08 cm (2 inch) Display,3,2461,2899,13139,993
838,"OPPO Reno15 Pro Mini 5G (Cocoa Brown, 256 GB)",7% off,200MP + 50MP + 50MP | Yes,12 GB RAM | 256 GB ROM,6200 mAh Battery,16.05 cm (6.32 inch) Full HD+ Display,4.7,59999,64999,288,67
839,"Nothing Phone (3a) Lite (White, 128 GB)",4% off,50MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM | 128 GB ROM,5000 mAh Lithium ion Battery,43.66 cm (17.19 cm) Full HD+ Display,4.4,21999,22999,621,41
840,"realme P4x 5G (Lake Green, 128 GB)",8% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4,16499,17999,7161,549
841,"Coolpad CP12 Neo (Gold, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
842,Samsung Metro 313,15% off,0.3MP Rear Camera,4 GB RAM | 2.27 MB ROM,1000 mAh Battery,5.08 cm (2 inch) Display,3,2461,2899,13139,993
843,"KARBONN K9 4G Dual SIM, 2.4""LCD,2000mAh Battery,Youtube,Facebook,2MP,SDCard upto128GB",16% off,2MP + 0MP | 0MP Front Camera,64 MB RAM | 128 MB ROM | Expandable Upto 128 GB,2000 mAh Battery,6.1 cm (2.4 inch) FWVGA Display,4,2498,2990,23,1
844,"REDMI Note 14 Pro 5G (Champagne Gold, 256 GB)",No Offer,50MP + 8MP + 2MP | 20MP Front Camera,8 GB RAM | 256 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.4,30999,30999,5513,380
845,"Motorola g45 5G (Viva Magenta, 128 GB)",20% off,50MP + 2MP | 16MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.51 cm (6.5 inch) HD+ Display,4.3,11999,14999,253008,12454
846,"Tecno Pova 7 5G (Geek Black, 256 GB)",20% off,50MP + AI | 13MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,4.4,15999,19999,9322,711
847,"LAVA Bold N1 Pro (Titanium Gold, 128 GB)",No Offer,50MP Rear Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.76 cm (6.6 inch) Display,4,8390,8399,370,22
848,"Google Pixel 10 (Frost, 256 GB)",6% off,48MP + 13MP + 10.8MP | 10.5MP Front Camera,12 GB RAM | 256 GB ROM,4970 mAh Battery,16.0 cm (6.3 inch) Quad HD+ Display,4.5,74999,79999,1658,106
849,"vivo Y400 Pro 5G (Freestyle White, 128 GB)",13% off,50MP + 2MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,17.2 cm (6.77 inch) Display,4.4,25999,29999,1453,76
850,"Nothing Phone (3a) Lite (White, 128 GB)",4% off,50MP + 8MP + 2MP | 16MP Front Camera,8 GB RAM | 128 GB ROM,5000 mAh Lithium ion Battery,43.66 cm (17.19 cm) Full HD+ Display,4.4,21999,22999,621,41
851,"OPPO Reno15 5G (Twilight Blue, 256 GB)",8% off,50MP + 50MP + 8MP | Yes,8 GB RAM | 256 GB ROM,6500 mAh Battery,16.74 cm (6.59 inch) Full HD+ Display,4.6,45999,49999,348,70
852,"POCO C61 (Diamond Dust Black, 64 GB)",16% off,8MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.04 cm (6.71 inch) HD+ Display,4.1,7499,8999,116059,4719
